Invoice Date,Year,Quarter,Month,Invoice Type,Invoice Number,Invoice  Line,Product Code,Market,Customer Number,Area,Agent,Unit Price Customer ILS,Unit Price  USD,QTY Supply ,QTY Order,% Supply
25/05/2020,2020,2020-Q2,May-2020,Sold,404785,6,SKU159, Private market,CUST12844,South,Dalia ,0.89375,0.25325875,1,1,1
01/06/2020,2020,2020-Q2,Jun-2020,Sold,404818,1,SKU223, Private market,CUST12844,South,Dalia ,4.025,1.14934325,2,2,1
11/06/2020,2020,2020-Q2,Jun-2020,Sold,404894,1,SKU362, Private market,CUST12844,South,Dalia ,32.2875,9.3397455,10,10,1
23/06/2020,2020,2020-Q2,Jun-2020,Sold,404971,7,SKU162, Private market,CUST12844,South,Dalia ,8.125,2.357122125,1,1,1
26/06/2020,2020,2020-Q2,Jun-2020,Sold,404996,3,SKU145, Private market,CUST12844,South,Dalia ,26.00625,7.59306575,3,3,1
10/07/2020,2020,2020-Q3,Jul-2020,Sold,405091,7,SKU291, Private market,CUST12844,South,Dalia ,2.5675,0.745499375,2,2,1
22/07/2020,2020,2020-Q3,Jul-2020,Sold,405172,5,SKU210, Private market,CUST12844,South,Dalia ,8.29875,2.4187555,3,3,1
08/09/2020,2020,2020-Q3,Sep-2020,Sold,405476,2,SKU204, Private market,CUST12844,South,Dalia ,4.1825,1.24072975,2,2,1
15/10/2020,2020,2020-Q4,Oct-2020,Sold,405714,1,SKU160, Private market,CUST12844,South,Dalia ,10.8375,3.20067925,3,3,1
30/10/2020,2020,2020-Q4,Oct-2020,Sold,405813,9,SKU244, Private market,CUST12844,South,Dalia ,9.13,2.677419375,4,4,1
25/11/2020,2020,2020-Q4,Nov-2020,Sold,405985,7,SKU259, Private market,CUST12844,South,Dalia ,46.5,13.91798863,50,50,1
09/12/2020,2020,2020-Q4,Dec-2020,Sold,406077,1,SKU553, Private market,CUST12844,South,Dalia ,80.1,24.66133,45,45,1
21/12/2020,2020,2020-Q4,Dec-2020,Sold,406160,1,SKU486, Private market,CUST12844,South,Dalia ,10.75875,3.31957725,3,3,1
12/01/2021,2021,2021-Q1,Jan-2021,Sold,406286,18,SKU214, Private market,CUST12844,South,Dalia ,2.17875,0.68449575,1,1,1
14/01/2021,2021,2021-Q1,Jan-2021,Sold,406304,9,SKU325, Private market,CUST12844,South,Dalia ,7.5,2.374169,2,4,0.5
15/01/2021,2021,2021-Q1,Jan-2021,Sold,406313,3,SKU383, Private market,CUST12844,South,Dalia ,26.55625,8.522544875,1,1,1
09/02/2021,2021,2021-Q1,Feb-2021,Sold,406475,2,SKU248, Private market,CUST12844,South,Dalia ,10.6325,3.235696875,1,2,0.5
17/02/2021,2021,2021-Q1,Feb-2021,Sold,406531,2,SKU176, Private market,CUST12844,South,Dalia ,130.8125,40.32444513,50,50,1
23/02/2021,2021,2021-Q1,Feb-2021,Sold,406567,1,SKU587, Private market,CUST12844,South,Dalia ,26.83,8.202384625,1,1,1
25/04/2021,2021,2021-Q2,Apr-2021,Sold,88454,4,SKU377, Private market,CUST12844,South,Dalia ,156.25,48.00307225,5,5,1
27/05/2021,2021,2021-Q2,May-2021,Sold,407177,3,SKU244, Private market,CUST12844,South,Dalia ,9.13,2.81182625,4,4,1
03/06/2021,2021,2021-Q2,Jun-2021,Sold,407223,17,SKU159, Private market,CUST12844,South,Dalia ,5.3625,1.64797175,6,6,1
26/05/2020,2020,2020-Q2,May-2020,Sold,470692,2,SKU373,Maccabi,CUST12845,South,Yaniv,142.125,40.27344863,3,3,1
26/05/2020,2020,2020-Q2,May-2020,Sold,470691,9,SKU374,Maccabi,CUST12846,South,Avi,6.25,1.77104,2,2,1
16/06/2020,2020,2020-Q2,Jun-2020,Sold,470797,20,SKU380,Maccabi,CUST12846,South,Avi,500.1125,143.0937053,1,1,1
17/08/2020,2020,2020-Q3,Aug-2020,Sold,471075,31,SKU247,Maccabi,CUST12846,South,Avi,7.395,2.172444125,4,4,1
01/09/2020,2020,2020-Q3,Sep-2020,Sold,138506,3,SKU502,Maccabi,CUST12846,South,Avi,55.95,16.64187988,4,4,1
11/09/2020,2020,2020-Q3,Sep-2020,Sold,471206,3,SKU184,Maccabi,CUST12846,South,Avi,13.75,4.035808625,2,2,1
12/11/2020,2020,2020-Q4,Nov-2020,Sold,471496,1,SKU128,Maccabi,CUST12846,South,Avi,30,8.886255875,40,40,1
24/11/2020,2020,2020-Q4,Nov-2020,Sold,471559,14,SKU311,Maccabi,CUST12846,South,Avi,11.25,3.36927225,10,10,1
21/12/2020,2020,2020-Q4,Dec-2020,Sold,472505,1,SKU548,Maccabi,CUST12846,South,Avi,4.875,1.504165375,1,1,1
16/02/2021,2021,2021-Q1,Feb-2021,Sold,472777,14,SKU145,Maccabi,CUST12846,South,Avi,58.125,17.91769425,10,10,1
15/03/2021,2021,2021-Q1,Mar-2021,Sold,472896,38,SKU244,Maccabi,CUST12846,South,Avi,38.6,11.64053075,20,20,1
28/03/2021,2021,2021-Q1,Mar-2021,Sold,472951,4,SKU242,Maccabi,CUST12846,South,Avi,88.8375,26.71804513,30,30,1
24/04/2021,2021,2021-Q2,Apr-2021,Sold,473073,35,SKU128,Maccabi,CUST12846,South,Avi,30,9.19681175,40,40,1
26/04/2021,2021,2021-Q2,Apr-2021,Sold,473080,1,SKU399,Maccabi,CUST12846,South,Avi,23.265,7.1474655,6,6,1
27/05/2021,2021,2021-Q2,May-2021,Sold,473245,5,SKU438,Maccabi,CUST12846,South,Avi,2,0.61595325,2,2,1
26/05/2020,2020,2020-Q2,May-2020,Sold,470690,9,SKU180,Maccabi,CUST12847,South,Dalia ,15.1875,4.303627125,9,9,1
05/06/2020,2020,2020-Q2,Jun-2020,Sold,470738,13,SKU296,Maccabi,CUST12847,South,Dalia ,18.75,5.38947975,2,2,1
10/06/2020,2020,2020-Q2,Jun-2020,Sold,470762,11,SKU215,Maccabi,CUST12847,South,Dalia ,53.25,15.3812825,60,60,1
12/10/2020,2020,2020-Q4,Oct-2020,Sold,471333,18,SKU174,Maccabi,CUST12847,South,Dalia ,16.375,4.843241625,20,20,1
01/12/2020,2020,2020-Q4,Dec-2020,Sold,138605,6,SKU377,Maccabi,CUST12847,South,Dalia ,68.5,20.707376,4,4,1
13/01/2021,2021,2021-Q1,Jan-2021,Sold,472599,10,SKU159,Maccabi,CUST12847,South,Dalia ,7.6875,2.415174375,5,10,0.5
23/03/2021,2021,2021-Q1,Mar-2021,Sold,472938,29,SKU321,Maccabi,CUST12847,South,Dalia ,11.23125,3.400317875,15,15,1
01/04/2021,2021,2021-Q2,Apr-2021,Sold,138743,4,SKU377,Maccabi,CUST12847,South,Dalia ,119.875,35.955309,7,7,1
15/05/2021,2021,2021-Q2,May-2021,Sold,473193,3,SKU594,Maccabi,CUST12847,South,Dalia ,8.1,2.45752425,4,4,1
26/05/2020,2020,2020-Q2,May-2020,Sold,404794,2,SKU179, Meuhedet,CUST12848,South,Dvir,9.5,2.69198075,20,20,1
10/07/2020,2020,2020-Q3,Jul-2020,Sold,405094,7,SKU150, Meuhedet,CUST12848,South,Dvir,9.5,2.7584205,10,10,1
13/08/2020,2020,2020-Q3,Aug-2020,Sold,405315,1,SKU370, Meuhedet,CUST12848,South,Dvir,6.5625,1.929012375,5,5,1
11/09/2020,2020,2020-Q3,Sep-2020,Sold,405503,14,SKU255, Meuhedet,CUST12848,South,Dvir,86.25,25.26362038,3,3,1
08/12/2020,2020,2020-Q4,Dec-2020,Sold,88277,3,SKU461, Meuhedet,CUST12848,South,Dvir,110.63125,33.80117625,5,5,1
26/05/2020,2020,2020-Q2,May-2020,Sold,404792,24,SKU161, Meuhedet,CUST12849,South,Dalia ,6.875,1.948144,10,10,1
20/07/2020,2020,2020-Q3,Jul-2020,Sold,405153,16,SKU296, Meuhedet,CUST12849,South,Dalia ,14.9975,4.350884875,2,2,1
17/08/2020,2020,2020-Q3,Aug-2020,Sold,405333,1,SKU170, Meuhedet,CUST12849,South,Dalia ,48.61125,14.28062575,3,3,1
20/09/2020,2020,2020-Q3,Sep-2020,Sold,405552,6,SKU383, Meuhedet,CUST12849,South,Dalia ,5.99875,1.752995375,1,1,1
27/09/2020,2020,2020-Q3,Sep-2020,Sold,405595,14,SKU142, Meuhedet,CUST12849,South,Dalia ,5.0625,1.455577875,3,3,1
18/10/2020,2020,2020-Q4,Oct-2020,Sold,88209,1,SKU511, Meuhedet,CUST12849,South,Dalia ,66.24375,19.58136275,1,1,1
16/11/2020,2020,2020-Q4,Nov-2020,Sold,405917,6,SKU176, Meuhedet,CUST12849,South,Dalia ,105,31.23140988,60,60,1
29/12/2020,2020,2020-Q4,Dec-2020,Sold,406205,1,SKU478, Meuhedet,CUST12849,South,Dalia ,16.25,5.05286075,5,10,0.5
16/02/2021,2021,2021-Q1,Feb-2021,Sold,406521,2,SKU216, Meuhedet,CUST12849,South,Dalia ,39.5,12.157587,40,40,1
12/05/2021,2021,2021-Q2,May-2021,Sold,407080,4,SKU553, Meuhedet,CUST12849,South,Dalia ,36.25,11.03836788,20,20,1
31/05/2021,2021,2021-Q2,May-2021,Sold,407195,12,SKU198, Meuhedet,CUST12849,South,Dalia ,4.5,1.3833385,1,1,1
26/05/2020,2020,2020-Q2,May-2020,Sold,470696,3,SKU375,Institutional Market,CUST12850,South,Elad,29.175,8.2672145,10,10,1
16/08/2020,2020,2020-Q3,Aug-2020,Sold,471074,1,SKU486,Institutional Market,CUST12850,South,Elad,35.8625,10.5353995,10,10,1
09/02/2021,2021,2021-Q1,Feb-2021,Sold,264108,1,SKU187,Institutional Market,CUST12850,South,Elad,457.6425,139.440128,1,2,0.5
26/05/2020,2020,2020-Q2,May-2020,Sold,404792,9,SKU133, Private market,CUST12851,South,Dalia ,15,4.250495875,3,3,1
11/08/2020,2020,2020-Q3,Aug-2020,Sold,405296,4,SKU137, Private market,CUST12851,South,Dalia ,0,0,2,2,1
25/08/2020,2020,2020-Q3,Aug-2020,Sold,405388,2,SKU192, Private market,CUST12851,South,Dalia ,0,0,6,6,1
23/09/2020,2020,2020-Q3,Sep-2020,Sold,405574,5,SKU269, Private market,CUST12851,South,Dalia ,28.6375,8.322435375,2,2,1
30/10/2020,2020,2020-Q4,Oct-2020,Sold,405813,5,SKU397, Private market,CUST12851,South,Dalia ,2.885,0.846041,2,2,1
08/11/2020,2020,2020-Q4,Nov-2020,Return,159545,1,SKU335, Private market,CUST12851,South,Dalia ,-2.6,-0.769914125,-2,-2,1
08/01/2021,2021,2021-Q1,Jan-2021,Sold,406260,17,SKU306, Private market,CUST12851,South,Dalia ,203.25,63.87492138,30,60,0.5
28/01/2021,2021,2021-Q1,Jan-2021,Sold,406398,2,SKU179, Private market,CUST12851,South,Dalia ,0,0,3,6,0.5
28/02/2021,2021,2021-Q1,Feb-2021,Sold,406591,17,SKU191, Private market,CUST12851,South,Dalia ,7.28625,2.221417625,3,3,1
07/04/2021,2021,2021-Q2,Apr-2021,Sold,406842,2,SKU525, Private market,CUST12851,South,Dalia ,0,0,15,15,1
30/05/2021,2021,2021-Q2,May-2021,Sold,407186,3,SKU337, Private market,CUST12851,South,Dalia ,20.775,6.396243875,12,12,1
26/05/2020,2020,2020-Q2,May-2020,Sold,159921,1,SKU377, Private market,CUST12852,South,Aviv,187.5,53.13119863,6,6,1
13/07/2020,2020,2020-Q3,Jul-2020,Sold,470918,1,SKU176, Private market,CUST12852,South,Aviv,37.375,10.81139713,10,10,1
08/10/2020,2020,2020-Q4,Oct-2020,Sold,471317,3,SKU161, Private market,CUST12852,South,Aviv,2.4325,0.713134,2,2,1
02/11/2020,2020,2020-Q4,Nov-2020,Sold,471438,6,SKU278, Private market,CUST12852,South,Aviv,9.875,2.885739375,5,5,1
12/11/2020,2020,2020-Q4,Nov-2020,Sold,471499,5,SKU165, Private market,CUST12852,South,Aviv,316.26,93.4022445,144,144,1
04/03/2021,2021,2021-Q1,Mar-2021,Sold,472851,4,SKU150, Private market,CUST12852,South,Aviv,16.10625,4.88216125,15,15,1
30/03/2021,2021,2021-Q1,Mar-2021,Sold,472961,2,SKU238, Private market,CUST12852,South,Aviv,3.68625,1.103007125,3,3,1
22/04/2021,2021,2021-Q2,Apr-2021,Sold,473067,4,SKU127, Private market,CUST12852,South,Aviv,0,0,1,1,1
03/05/2021,2021,2021-Q2,May-2021,Sold,473129,5,SKU174, Private market,CUST12852,South,Aviv,2.745,0.84539575,3,3,1
26/05/2020,2020,2020-Q2,May-2020,Sold,404799,9,SKU325, Private market,CUST12853,South,Eli,37.5,10.62623975,20,20,1
17/09/2020,2020,2020-Q3,Sep-2020,Sold,405541,8,SKU493, Private market,CUST12853,South,Eli,134,39.28466725,100,100,1
19/10/2020,2020,2020-Q4,Oct-2020,Sold,405732,3,SKU175, Private market,CUST12853,South,Eli,3.7125,1.09739875,3,3,1
27/11/2020,2020,2020-Q4,Nov-2020,Sold,406002,1,SKU525, Private market,CUST12853,South,Eli,240.3,72.37951813,135,135,1
26/05/2020,2020,2020-Q2,May-2020,Sold,404798,6,SKU176, Private market,CUST12854,South,Yael,37.375,10.59081888,10,10,1
10/06/2020,2020,2020-Q2,Jun-2020,Sold,404881,2,SKU275, Private market,CUST12854,South,Yael,701.91,202.7469671,132,132,1
23/02/2021,2021,2021-Q1,Feb-2021,Return,159591,5,SKU439, Private market,CUST12854,South,Yael,-4.87125,-1.490590625,-1,-1,1
26/05/2020,2020,2020-Q2,May-2020,Sold,404791,5,SKU176, Private market,CUST12855,South,Yael,186.875,52.95409463,50,50,1
10/06/2020,2020,2020-Q2,Jun-2020,Sold,404890,4,SKU143, Private market,CUST12855,South,Yael,0,0,6,6,1
14/07/2020,2020,2020-Q3,Jul-2020,Sold,405110,6,SKU177, Private market,CUST12855,South,Yael,0,0,1,1,1
17/09/2020,2020,2020-Q3,Sep-2020,Sold,405541,9,SKU292, Private market,CUST12855,South,Yael,0,0,2,2,1
16/02/2021,2021,2021-Q1,Feb-2021,Return,159588,1,SKU277, Private market,CUST12855,South,Yael,-12.13625,-3.7411375,-7,-7,1
04/03/2021,2021,2021-Q1,Mar-2021,Sold,406627,7,SKU143, Private market,CUST12855,South,Yael,0,0,6,6,1
21/03/2021,2021,2021-Q1,Mar-2021,Sold,406731,1,SKU275, Private market,CUST12855,South,Yael,127.5,38.67151963,24,24,1
20/05/2021,2021,2021-Q2,May-2021,Sold,407122,1,SKU182, Private market,CUST12855,South,Yael,91.4,27.92545063,40,40,1
26/05/2020,2020,2020-Q2,May-2020,Sold,404795,6,SKU159, Private market,CUST12856,South,Oren,5.3625,1.51955225,6,6,1
06/07/2020,2020,2020-Q3,Jul-2020,Sold,405059,10,SKU150, Private market,CUST12856,South,Oren,10.7375,3.12682,10,10,1
10/07/2020,2020,2020-Q3,Jul-2020,Sold,405093,3,SKU155, Private market,CUST12856,South,Oren,3.4875,1.012630625,3,3,1
27/07/2020,2020,2020-Q3,Jul-2020,Sold,405203,4,SKU415, Private market,CUST12856,South,Oren,4.6225,1.351608125,2,2,1
07/12/2020,2020,2020-Q4,Dec-2020,Sold,406059,1,SKU125, Private market,CUST12856,South,Oren,10.1525,3.1085425,2,2,1
14/12/2020,2020,2020-Q4,Dec-2020,Sold,406104,2,SKU176, Private market,CUST12856,South,Oren,0,0,3,3,1
27/05/2020,2020,2020-Q2,May-2020,Sold,88041,2,SKU377, Meuhedet,CUST12857,South,Gila,184.5,52.48933138,10,10,1
06/09/2020,2020,2020-Q3,Sep-2020,Sold,88159,2,SKU377, Meuhedet,CUST12857,South,Gila,184.5,54.73153363,10,10,1
19/10/2020,2020,2020-Q4,Oct-2020,Sold,88211,3,SKU461, Meuhedet,CUST12857,South,Gila,110.63125,32.7021135,5,5,1
27/02/2021,2021,2021-Q1,Feb-2021,Sold,406590,10,SKU237, Meuhedet,CUST12857,South,Gila,3.875,1.1814025,10,10,1
27/05/2020,2020,2020-Q2,May-2020,Sold,585023,1,SKU232,Clalit,CUST12858,South,Shira,30.75625,8.75,1,1,1
29/07/2020,2020,2020-Q3,Jul-2020,Sold,585027,1,SKU232,Clalit,CUST12858,South,Shira,29.88125,8.75,1,1,1
26/08/2020,2020,2020-Q3,Aug-2020,Sold,585029,1,SKU232,Clalit,CUST12858,South,Shira,29.75,8.75,1,1,1
28/12/2020,2020,2020-Q4,Dec-2020,Sold,585037,1,SKU232,Clalit,CUST12858,South,Shira,28.1575,8.75,1,1,1
26/01/2021,2021,2021-Q1,Jan-2021,Sold,585038,1,SKU232,Clalit,CUST12858,South,Shira,28.56875,8.75,1,1,1
26/02/2021,2021,2021-Q1,Feb-2021,Sold,585040,1,SKU232,Clalit,CUST12858,South,Shira,28.7,8.75,1,1,1
29/03/2021,2021,2021-Q1,Mar-2021,Sold,585042,1,SKU232,Clalit,CUST12858,South,Shira,29.09375,8.75,1,1,1
27/04/2021,2021,2021-Q2,Apr-2021,Sold,585044,1,SKU232,Clalit,CUST12858,South,Shira,28.35,8.75,1,1,1
27/05/2020,2020,2020-Q2,May-2020,Sold,404803,8,SKU308,Clalit,CUST12859,South,Mohse ,852,242.3897581,960,960,1
10/06/2020,2020,2020-Q2,Jun-2020,Sold,404887,9,SKU408,Clalit,CUST12859,South,Mohse ,1875,542.3777843,3,3,1
05/07/2020,2020,2020-Q3,Jul-2020,Sold,405047,1,SKU419,Clalit,CUST12859,South,Mohse ,3125,910.0174724,5,5,1
12/07/2020,2020,2020-Q3,Jul-2020,Sold,405095,2,SKU430,Clalit,CUST12859,South,Mohse ,2691.25,778.4929129,2153,2153,1
08/09/2020,2020,2020-Q3,Sep-2020,Sold,405479,1,SKU324,Clalit,CUST12859,South,Mohse ,3997.5,1183.39254,82,82,1
22/09/2020,2020,2020-Q3,Sep-2020,Sold,405567,5,SKU168,Clalit,CUST12859,South,Mohse ,3447,1001.452644,360,360,1
24/09/2020,2020,2020-Q3,Sep-2020,Sold,405588,3,SKU387,Clalit,CUST12859,South,Mohse ,900,261.2481858,900,900,1
29/09/2020,2020,2020-Q3,Sep-2020,Sold,405597,1,SKU132,Clalit,CUST12859,South,Mohse ,340,98.0674935,80,80,1
27/10/2020,2020,2020-Q4,Oct-2020,Sold,293885,1,SKU412,Clalit,CUST12859,South,Mohse ,3150,931.6770186,360,360,1
05/11/2020,2020,2020-Q4,Nov-2020,Sold,405854,8,SKU206,Clalit,CUST12859,South,Mohse ,663,194.4281525,2040,2040,1
09/11/2020,2020,2020-Q4,Nov-2020,Return,159546,1,SKU547,Clalit,CUST12859,South,Mohse ,-15.75,-4.663902875,-1,-1,1
12/11/2020,2020,2020-Q4,Nov-2020,Sold,405900,1,SKU549,Clalit,CUST12859,South,Mohse ,295.5875,87.29695813,170,170,1
16/11/2020,2020,2020-Q4,Nov-2020,Sold,405920,4,SKU551,Clalit,CUST12859,South,Mohse ,1170,348.0071386,360,360,1
13/12/2020,2020,2020-Q4,Dec-2020,Sold,293889,1,SKU381,Clalit,CUST12859,South,Mohse ,17491.5,5375.384143,138,138,1
07/01/2021,2021,2021-Q1,Jan-2021,Sold,406254,7,SKU180,Clalit,CUST12859,South,Mohse ,630,197.740113,240,480,0.5
18/01/2021,2021,2021-Q1,Jan-2021,Sold,406330,2,SKU193,Clalit,CUST12859,South,Mohse ,3078,952.6462395,4320,8640,0.5
10/02/2021,2021,2021-Q1,Feb-2021,Sold,406489,4,SKU216,Clalit,CUST12859,South,Mohse ,522,160.1718319,360,720,0.5
22/02/2021,2021,2021-Q1,Feb-2021,Sold,406561,3,SKU318,Clalit,CUST12859,South,Mohse ,56,17.12014675,140,140,1
18/03/2021,2021,2021-Q1,Mar-2021,Sold,406729,1,SKU590,Clalit,CUST12859,South,Mohse ,625,190.027364,2,2,1
30/03/2021,2021,2021-Q1,Mar-2021,Sold,406793,1,SKU584,Clalit,CUST12859,South,Mohse ,383.6,114.7815679,140,140,1
18/04/2021,2021,2021-Q2,Apr-2021,Sold,406896,5,SKU320,Clalit,CUST12859,South,Mohse ,276.25,84.19689125,170,170,1
25/04/2021,2021,2021-Q2,Apr-2021,Sold,406954,6,SKU127,Clalit,CUST12859,South,Mohse ,1467.75,450.921659,1140,1140,1
04/05/2021,2021,2021-Q2,May-2021,Sold,407026,9,SKU191,Clalit,CUST12859,South,Mohse ,1641.6,505.7301294,720,720,1
09/05/2021,2021,2021-Q2,May-2021,Sold,407054,5,SKU419,Clalit,CUST12859,South,Mohse ,13125,4024.839007,42,42,1
19/05/2021,2021,2021-Q2,May-2021,Sold,407118,5,SKU380,Clalit,CUST12859,South,Mohse ,15600,4766.269478,96,96,1
23/05/2021,2021,2021-Q2,May-2021,Sold,407138,3,SKU611,Clalit,CUST12859,South,Mohse ,487.5,149.7695853,6,6,1
27/05/2020,2020,2020-Q2,May-2020,Sold,463331,1,SKU379,Institutional Market,CUST12860,Carmel,Yonatan,298.97,84.7180505,28,28,1
30/09/2020,2020,2020-Q3,Sep-2020,Sold,463547,5,SKU245,Institutional Market,CUST12860,Carmel,Yonatan,1052.25,304.206418,2760,2760,1
06/01/2021,2021,2021-Q1,Jan-2021,Sold,463702,10,SKU391,Institutional Market,CUST12860,Carmel,Yonatan,148.9,46.48766775,40,80,0.5
27/05/2020,2020,2020-Q2,May-2020,Sold,470699,33,SKU247, Private market,CUST12861,Carmel,Avi,2.0175,0.57169175,1,1,1
26/06/2020,2020,2020-Q2,Jun-2020,Sold,470846,29,SKU435, Private market,CUST12861,Carmel,Avi,3.165,0.924087625,1,1,1
16/09/2020,2020,2020-Q3,Sep-2020,Sold,471226,27,SKU307, Private market,CUST12861,Carmel,Avi,7.9875,2.33416125,6,6,1
12/10/2020,2020,2020-Q4,Oct-2020,Sold,471337,24,SKU261, Private market,CUST12861,Carmel,Avi,2.4375,0.7209405,1,1,1
20/10/2020,2020,2020-Q4,Oct-2020,Sold,471380,22,SKU155, Private market,CUST12861,Carmel,Avi,13.95,4.123559,12,12,1
15/12/2020,2020,2020-Q4,Dec-2020,Sold,472473,8,SKU339, Private market,CUST12861,Carmel,Avi,10.125,3.108689,3,3,1
23/12/2020,2020,2020-Q4,Dec-2020,Sold,472515,26,SKU293, Private market,CUST12861,Carmel,Avi,7.08375,2.178945,1,1,1
23/02/2021,2021,2021-Q1,Feb-2021,Sold,472809,13,SKU177, Private market,CUST12861,Carmel,Avi,5.8025,1.773922375,2,2,1
27/05/2020,2020,2020-Q2,May-2020,Sold,470700,4,SKU365, Private market,CUST12862,Carmel,Dvir,15.52,4.397846375,1,1,1
12/10/2020,2020,2020-Q4,Oct-2020,Return,104088,2,SKU426, Private market,CUST12862,Carmel,Dvir,-4.715,-1.394557875,-1,-1,1
22/10/2020,2020,2020-Q4,Oct-2020,Sold,471394,3,SKU129, Private market,CUST12862,Carmel,Dvir,2.0625,0.61038775,2,2,1
21/02/2021,2021,2021-Q1,Feb-2021,Return,104115,26,SKU415, Private market,CUST12862,Carmel,Dvir,-1.46375,-0.447493125,-1,-1,1
27/05/2020,2020,2020-Q2,May-2020,Sold,470699,15,SKU144, Private market,CUST12863,Carmel,Aviv,5.7075,1.617313625,6,6,1
25/05/2021,2021,2021-Q2,May-2021,Sold,473235,15,SKU144, Private market,CUST12863,Carmel,Aviv,3.805,1.167536,4,4,1
27/05/2020,2020,2020-Q2,May-2020,Sold,404802,5,SKU128, Private market,CUST12864,Carmel,Avi,3.4875,0.98824025,3,3,1
18/11/2020,2020,2020-Q4,Nov-2020,Sold,405936,6,SKU179, Private market,CUST12864,Carmel,Avi,2.71875,0.81011625,1,1,1
23/02/2021,2021,2021-Q1,Feb-2021,Sold,406569,1,SKU241, Private market,CUST12864,Carmel,Avi,58.125,17.76979513,50,50,1
06/03/2021,2021,2021-Q1,Mar-2021,Sold,406641,2,SKU184, Private market,CUST12864,Carmel,Avi,10.43375,3.150286875,1,1,1
04/05/2021,2021,2021-Q2,May-2021,Sold,407025,9,SKU231, Private market,CUST12864,Carmel,Avi,9.24,2.846580375,4,4,1
27/05/2020,2020,2020-Q2,May-2020,Sold,463332,11,SKU213, Private market,CUST12865,Carmel,Gila,6.28875,1.789118125,1,1,1
12/08/2020,2020,2020-Q3,Aug-2020,Sold,463465,5,SKU196, Private market,CUST12865,Carmel,Gila,46,13.521458,20,20,1
29/09/2020,2020,2020-Q3,Sep-2020,Sold,463545,6,SKU155, Private market,CUST12865,Carmel,Gila,11.625,3.353043,10,10,1
18/10/2020,2020,2020-Q4,Oct-2020,Sold,463580,5,SKU163, Private market,CUST12865,Carmel,Gila,0,0,25,25,1
22/10/2020,2020,2020-Q4,Oct-2020,Sold,463590,4,SKU127, Private market,CUST12865,Carmel,Gila,0,0,1,1,1
15/12/2020,2020,2020-Q4,Dec-2020,Sold,463673,11,SKU126, Private market,CUST12865,Carmel,Gila,0,0,20,20,1
11/01/2021,2021,2021-Q1,Jan-2021,Sold,463708,4,SKU206, Private market,CUST12865,Carmel,Gila,0,0,3,6,0.5
28/05/2020,2020,2020-Q2,May-2020,Sold,470705,11,SKU180,Maccabi,CUST12866,Carmel,Oren,10.125,2.880512125,6,6,1
16/07/2020,2020,2020-Q3,Jul-2020,Sold,470939,7,SKU267,Maccabi,CUST12866,Carmel,Oren,7,2.033701375,2,2,1
24/07/2020,2020,2020-Q3,Jul-2020,Sold,470980,9,SKU180,Maccabi,CUST12866,Carmel,Oren,6.75,1.9742615,4,4,1
20/11/2020,2020,2020-Q4,Nov-2020,Sold,471539,1,SKU242,Maccabi,CUST12866,Carmel,Oren,14.80625,4.430356125,5,5,1
14/12/2020,2020,2020-Q4,Dec-2020,Sold,472460,2,SKU238,Maccabi,CUST12866,Carmel,Oren,1.8375,0.564689625,3,3,1
17/01/2021,2021,2021-Q1,Jan-2021,Sold,138659,1,SKU377,Maccabi,CUST12866,Carmel,Oren,171.25,53.0021665,5,10,0.5
28/01/2021,2021,2021-Q1,Jan-2021,Sold,472683,28,SKU162,Maccabi,CUST12866,Carmel,Oren,5.54625,1.69921875,2,3,0.666666667
29/01/2021,2021,2021-Q1,Jan-2021,Sold,472688,3,SKU124,Maccabi,CUST12866,Carmel,Oren,8,2.428658125,5,10,0.5
08/02/2021,2021,2021-Q1,Feb-2021,Sold,472733,2,SKU160,Maccabi,CUST12866,Carmel,Oren,2.01875,0.61434875,3,5,0.6
05/04/2021,2021,2021-Q2,Apr-2021,Sold,472989,6,SKU188,Maccabi,CUST12866,Carmel,Oren,42,12.60126013,15,15,1
28/05/2020,2020,2020-Q2,May-2020,Sold,470706,24,SKU244,Maccabi,CUST12867,Carmel,Avi,57.9,16.47226175,30,30,1
19/08/2020,2020,2020-Q3,Aug-2020,Sold,471091,21,SKU126,Maccabi,CUST12867,Carmel,Avi,47.34,13.9194355,18,24,0.75
27/08/2020,2020,2020-Q3,Aug-2020,Sold,471130,2,SKU177,Maccabi,CUST12867,Carmel,Avi,73.625,21.64804475,20,20,1
13/09/2020,2020,2020-Q3,Sep-2020,Sold,138518,2,SKU503,Maccabi,CUST12867,Carmel,Avi,141.7575,41.232548,2,2,1
01/10/2020,2020,2020-Q4,Oct-2020,Sold,471285,15,SKU214,Maccabi,CUST12867,Carmel,Avi,5.53125,1.599089375,3,3,1
05/10/2020,2020,2020-Q4,Oct-2020,Sold,471299,7,SKU145,Maccabi,CUST12867,Carmel,Avi,58.125,16.941125,10,10,1
22/10/2020,2020,2020-Q4,Oct-2020,Sold,471394,13,SKU196,Maccabi,CUST12867,Carmel,Avi,22.5,6.65877475,20,20,1
11/11/2020,2020,2020-Q4,Nov-2020,Sold,471493,6,SKU291,Maccabi,CUST12867,Carmel,Avi,17.725,5.25029625,20,20,1
18/12/2020,2020,2020-Q4,Dec-2020,Sold,472494,4,SKU359,Maccabi,CUST12867,Carmel,Avi,24.375,7.51155625,5,5,1
